"","group","item","class","name","parnum","value","lbound","ubound","est","prior.type","prior_1","prior_2"
"2121","all","X55","dich","u",212,1,0,1,FALSE,"none",NA,NA
"2131","all","X56","dich","a1",213,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2132","all","X56","dich","a2",213,-0.828244384705393,-Inf,Inf,TRUE,"none",NA,NA
"2133","all","X56","dich","a3",213,0.4062643386646,-Inf,Inf,TRUE,"none",NA,NA
"214","all","X56","dich","d",214,5.98660997791425,-Inf,Inf,TRUE,"none",NA,NA
"215","all","X56","dich","g",215,0,0,1,FALSE,"none",NA,NA
"216","all","X56","dich","u",216,1,0,1,FALSE,"none",NA,NA
"217","all","X57","dich","a1",217,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2171","all","X57","dich","a2",217,-0.295209283251373,-Inf,Inf,TRUE,"none",NA,NA
"2172","all","X57","dich","a3",217,-0.394290687812448,-Inf,Inf,TRUE,"none",NA,NA
"218","all","X57","dich","d",218,4.66755854387947,-Inf,Inf,TRUE,"none",NA,NA
"219","all","X57","dich","g",219,0,0,1,FALSE,"none",NA,NA
"220","all","X57","dich","u",220,1,0,1,FALSE,"none",NA,NA
"221","all","X58","dich","a1",221,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2211","all","X58","dich","a2",221,-0.05594520681357,-Inf,Inf,TRUE,"none",NA,NA
"2212","all","X58","dich","a3",221,0.266424912986413,-Inf,Inf,TRUE,"none",NA,NA
"222","all","X58","dich","d",222,4.04840697442817,-Inf,Inf,TRUE,"none",NA,NA
"223","all","X58","dich","g",223,0,0,1,FALSE,"none",NA,NA
"224","all","X58","dich","u",224,1,0,1,FALSE,"none",NA,NA
"225","all","X59","dich","a1",225,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2251","all","X59","dich","a2",225,0.64064806929944,-Inf,Inf,TRUE,"none",NA,NA
"2252","all","X59","dich","a3",225,-0.532339140604368,-Inf,Inf,TRUE,"none",NA,NA
"226","all","X59","dich","d",226,6.07711175106402,-Inf,Inf,TRUE,"none",NA,NA
"227","all","X59","dich","g",227,0,0,1,FALSE,"none",NA,NA
"228","all","X59","dich","u",228,1,0,1,FALSE,"none",NA,NA
"229","all","X60","dich","a1",229,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2291","all","X60","dich","a2",229,-0.098020039949406,-Inf,Inf,TRUE,"none",NA,NA
"2292","all","X60","dich","a3",229,-0.257873816402702,-Inf,Inf,TRUE,"none",NA,NA
"230","all","X60","dich","d",230,3.55842498243912,-Inf,Inf,TRUE,"none",NA,NA
"231","all","X60","dich","g",231,0,0,1,FALSE,"none",NA,NA
"232","all","X60","dich","u",232,1,0,1,FALSE,"none",NA,NA
"233","all","X61","dich","a1",233,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2331","all","X61","dich","a2",233,-0.152869687669625,-Inf,Inf,TRUE,"none",NA,NA
"2332","all","X61","dich","a3",233,0.0514294542174815,-Inf,Inf,TRUE,"none",NA,NA
"234","all","X61","dich","d",234,4.76943118330928,-Inf,Inf,TRUE,"none",NA,NA
"235","all","X61","dich","g",235,0,0,1,FALSE,"none",NA,NA
"236","all","X61","dich","u",236,1,0,1,FALSE,"none",NA,NA
"237","all","X62","dich","a1",237,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2371","all","X62","dich","a2",237,-0.58422317439116,-Inf,Inf,TRUE,"none",NA,NA
"2372","all","X62","dich","a3",237,-0.175357168539846,-Inf,Inf,TRUE,"none",NA,NA
"238","all","X62","dich","d",238,3.6368306473768,-Inf,Inf,TRUE,"none",NA,NA
"239","all","X62","dich","g",239,0,0,1,FALSE,"none",NA,NA
"240","all","X62","dich","u",240,1,0,1,FALSE,"none",NA,NA
"241","all","X63","dich","a1",241,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2411","all","X63","dich","a2",241,-0.13738213955704,-Inf,Inf,TRUE,"none",NA,NA
"2412","all","X63","dich","a3",241,-0.932237854895191,-Inf,Inf,TRUE,"none",NA,NA
"242","all","X63","dich","d",242,4.38024364204109,-Inf,Inf,TRUE,"none",NA,NA
"243","all","X63","dich","g",243,0,0,1,FALSE,"none",NA,NA
"244","all","X63","dich","u",244,1,0,1,FALSE,"none",NA,NA
"245","all","X64","dich","a1",245,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2451","all","X64","dich","a2",245,0.446484437137989,-Inf,Inf,TRUE,"none",NA,NA
"2452","all","X64","dich","a3",245,0.850151619853058,-Inf,Inf,TRUE,"none",NA,NA
"246","all","X64","dich","d",246,4.43053644610154,-Inf,Inf,TRUE,"none",NA,NA
"247","all","X64","dich","g",247,0,0,1,FALSE,"none",NA,NA
"248","all","X64","dich","u",248,1,0,1,FALSE,"none",NA,NA
"249","all","X65","dich","a1",249,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2491","all","X65","dich","a2",249,-0.290123248654106,-Inf,Inf,TRUE,"none",NA,NA
"2492","all","X65","dich","a3",249,0.0623269778682888,-Inf,Inf,TRUE,"none",NA,NA
"250","all","X65","dich","d",250,4.00841575219169,-Inf,Inf,TRUE,"none",NA,NA
"2511","all","X65","dich","g",251,0,0,1,FALSE,"none",NA,NA
"2521","all","X65","dich","u",252,1,0,1,FALSE,"none",NA,NA
"253","all","X66","dich","a1",253,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2531","all","X66","dich","a2",253,-0.345455153217401,-Inf,Inf,TRUE,"none",NA,NA
"2532","all","X66","dich","a3",253,-0.611108431298265,-Inf,Inf,TRUE,"none",NA,NA
"254","all","X66","dich","d",254,4.25292968558469,-Inf,Inf,TRUE,"none",NA,NA
"255","all","X66","dich","g",255,0,0,1,FALSE,"none",NA,NA
"256","all","X66","dich","u",256,1,0,1,FALSE,"none",NA,NA
"257","all","X67","dich","a1",257,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2571","all","X67","dich","a2",257,-0.42428433476809,-Inf,Inf,TRUE,"none",NA,NA
"2572","all","X67","dich","a3",257,0.215584564858724,-Inf,Inf,TRUE,"none",NA,NA
"258","all","X67","dich","d",258,6.69135208375702,-Inf,Inf,TRUE,"none",NA,NA
"259","all","X67","dich","g",259,0,0,1,FALSE,"none",NA,NA
"260","all","X67","dich","u",260,1,0,1,FALSE,"none",NA,NA
"261","all","X68","dich","a1",261,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2611","all","X68","dich","a2",261,-0.642738100454994,-Inf,Inf,TRUE,"none",NA,NA
"2612","all","X68","dich","a3",261,0.54046616789592,-Inf,Inf,TRUE,"none",NA,NA
"262","all","X68","dich","d",262,5.08977151317741,-Inf,Inf,TRUE,"none",NA,NA
"263","all","X68","dich","g",263,0,0,1,FALSE,"none",NA,NA
"264","all","X68","dich","u",264,1,0,1,FALSE,"none",NA,NA
"265","all","X69","dich","a1",265,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2651","all","X69","dich","a2",265,-0.111385238586669,-Inf,Inf,TRUE,"none",NA,NA
"2652","all","X69","dich","a3",265,-0.751897803757709,-Inf,Inf,TRUE,"none",NA,NA
"266","all","X69","dich","d",266,3.98902680338491,-Inf,Inf,TRUE,"none",NA,NA
"267","all","X69","dich","g",267,0,0,1,FALSE,"none",NA,NA
"268","all","X69","dich","u",268,1,0,1,FALSE,"none",NA,NA
"269","all","X70","dich","a1",269,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2691","all","X70","dich","a2",269,0.641737952182428,-Inf,Inf,TRUE,"none",NA,NA
"2692","all","X70","dich","a3",269,-0.00432823495459486,-Inf,Inf,TRUE,"none",NA,NA
"270","all","X70","dich","d",270,2.66863241548617,-Inf,Inf,TRUE,"none",NA,NA
"271","all","X70","dich","g",271,0,0,1,FALSE,"none",NA,NA
"272","all","X70","dich","u",272,1,0,1,FALSE,"none",NA,NA
"273","all","X71","dich","a1",273,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2731","all","X71","dich","a2",273,0.628082381740425,-Inf,Inf,TRUE,"none",NA,NA
"2732","all","X71","dich","a3",273,-0.050264891158955,-Inf,Inf,TRUE,"none",NA,NA
"274","all","X71","dich","d",274,4.31432480770607,-Inf,Inf,TRUE,"none",NA,NA
"275","all","X71","dich","g",275,0,0,1,FALSE,"none",NA,NA
"276","all","X71","dich","u",276,1,0,1,FALSE,"none",NA,NA
"277","all","X72","dich","a1",277,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2771","all","X72","dich","a2",277,0.267272885161913,-Inf,Inf,TRUE,"none",NA,NA
"2772","all","X72","dich","a3",277,-0.0150967101980785,-Inf,Inf,TRUE,"none",NA,NA
"278","all","X72","dich","d",278,4.94172441778302,-Inf,Inf,TRUE,"none",NA,NA
"279","all","X72","dich","g",279,0,0,1,FALSE,"none",NA,NA
"280","all","X72","dich","u",280,1,0,1,FALSE,"none",NA,NA
"281","all","X73","dich","a1",281,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2811","all","X73","dich","a2",281,-0.744970719797264,-Inf,Inf,TRUE,"none",NA,NA
"2812","all","X73","dich","a3",281,-0.317759120101108,-Inf,Inf,TRUE,"none",NA,NA
"282","all","X73","dich","d",282,4.43053644610154,-Inf,Inf,TRUE,"none",NA,NA
"283","all","X73","dich","g",283,0,0,1,FALSE,"none",NA,NA
"284","all","X73","dich","u",284,1,0,1,FALSE,"none",NA,NA
"285","all","X74","dich","a1",285,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2851","all","X74","dich","a2",285,-0.101193023672417,-Inf,Inf,TRUE,"none",NA,NA
"2852","all","X74","dich","a3",285,0.0393456778828911,-Inf,Inf,TRUE,"none",NA,NA
"286","all","X74","dich","d",286,4.36090487330251,-Inf,Inf,TRUE,"none",NA,NA
"287","all","X74","dich","g",287,0,0,1,FALSE,"none",NA,NA
"288","all","X74","dich","u",288,1,0,1,FALSE,"none",NA,NA
"289","all","X75","dich","a1",289,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2891","all","X75","dich","a2",289,-0.236319544648815,-Inf,Inf,TRUE,"none",NA,NA
"2892","all","X75","dich","a3",289,0.132918206415758,-Inf,Inf,TRUE,"none",NA,NA
"290","all","X75","dich","d",290,5.71426579404546,-Inf,Inf,TRUE,"none",NA,NA
"2911","all","X75","dich","g",291,0,0,1,FALSE,"none",NA,NA
"2921","all","X75","dich","u",292,1,0,1,FALSE,"none",NA,NA
"293","all","X76","dich","a1",293,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2931","all","X76","dich","a2",293,0.728757869753776,-Inf,Inf,TRUE,"none",NA,NA
"2932","all","X76","dich","a3",293,0.347796641386566,-Inf,Inf,TRUE,"none",NA,NA
"294","all","X76","dich","d",294,3.95137449948168,-Inf,Inf,TRUE,"none",NA,NA
"295","all","X76","dich","g",295,0,0,1,FALSE,"none",NA,NA
"296","all","X76","dich","u",296,1,0,1,FALSE,"none",NA,NA
"297","all","X77","dich","a1",297,0.851,-Inf,Inf,TRUE,"none",NA,NA
"2971","all","X77","dich","a2",297,0.866559672357639,-Inf,Inf,TRUE,"none",NA,NA
"2972","all","X77","dich","a3",297,-0.543934923630898,-Inf,Inf,TRUE,"none",NA,NA
"298","all","X77","dich","d",298,5.66057019870577,-Inf,Inf,TRUE,"none",NA,NA
"299","all","X77","dich","g",299,0,0,1,FALSE,"none",NA,NA
"300","all","X77","dich","u",300,1,0,1,FALSE,"none",NA,NA
"301","all","X78","dich","a1",301,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3011","all","X78","dich","a2",301,0.493029036761367,-Inf,Inf,TRUE,"none",NA,NA
"3012","all","X78","dich","a3",301,-0.512719660787909,-Inf,Inf,TRUE,"none",NA,NA
"302","all","X78","dich","d",302,5.13793355535563,-Inf,Inf,TRUE,"none",NA,NA
"303","all","X78","dich","g",303,0,0,1,FALSE,"none",NA,NA
"304","all","X78","dich","u",304,1,0,1,FALSE,"none",NA,NA
"305","all","X79","dich","a1",305,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3051","all","X79","dich","a2",305,-0.836893209734163,-Inf,Inf,TRUE,"none",NA,NA
"3052","all","X79","dich","a3",305,-0.239761306361041,-Inf,Inf,TRUE,"none",NA,NA
"306","all","X79","dich","d",306,4.24448951853832,-Inf,Inf,TRUE,"none",NA,NA
"307","all","X79","dich","g",307,0,0,1,FALSE,"none",NA,NA
"308","all","X79","dich","u",308,1,0,1,FALSE,"none",NA,NA
"309","all","X80","dich","a1",309,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3091","all","X80","dich","a2",309,-0.196706794847796,-Inf,Inf,TRUE,"none",NA,NA
"3092","all","X80","dich","a3",309,-0.00321484571576978,-Inf,Inf,TRUE,"none",NA,NA
"310","all","X80","dich","d",310,5.44120229598408,-Inf,Inf,TRUE,"none",NA,NA
"3111","all","X80","dich","g",311,0,0,1,FALSE,"none",NA,NA
"312","all","X80","dich","u",312,1,0,1,FALSE,"none",NA,NA
"313","all","X81","dich","a1",313,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3131","all","X81","dich","a2",313,-0.881482674343102,-Inf,Inf,TRUE,"none",NA,NA
"3132","all","X81","dich","a3",313,0.700677396315739,-Inf,Inf,TRUE,"none",NA,NA
"314","all","X81","dich","d",314,4.25292968558469,-Inf,Inf,TRUE,"none",NA,NA
"315","all","X81","dich","g",315,0,0,1,FALSE,"none",NA,NA
"316","all","X81","dich","u",316,1,0,1,FALSE,"none",NA,NA
"317","all","X82","dich","a1",317,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3171","all","X82","dich","a2",317,0.013641854515406,-Inf,Inf,TRUE,"none",NA,NA
"3172","all","X82","dich","a3",317,-0.630551387429861,-Inf,Inf,TRUE,"none",NA,NA
"318","all","X82","dich","d",318,5.02280951115021,-Inf,Inf,TRUE,"none",NA,NA
"319","all","X82","dich","g",319,0,0,1,FALSE,"none",NA,NA
"320","all","X82","dich","u",320,1,0,1,FALSE,"none",NA,NA
"321","all","X83","dich","a1",321,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3211","all","X83","dich","a2",321,-0.526176873848757,-Inf,Inf,TRUE,"none",NA,NA
"3212","all","X83","dich","a3",321,0.0987987487554471,-Inf,Inf,TRUE,"none",NA,NA
"322","all","X83","dich","d",322,5.56437648369973,-Inf,Inf,TRUE,"none",NA,NA
"323","all","X83","dich","g",323,0,0,1,FALSE,"none",NA,NA
"324","all","X83","dich","u",324,1,0,1,FALSE,"none",NA,NA
"325","all","X84","dich","a1",325,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3251","all","X84","dich","a2",325,-0.345010685119883,-Inf,Inf,TRUE,"none",NA,NA
"3252","all","X84","dich","a3",325,0.385692059553909,-Inf,Inf,TRUE,"none",NA,NA
"326","all","X84","dich","d",326,5.5208695289174,-Inf,Inf,TRUE,"none",NA,NA
"327","all","X84","dich","g",327,0,0,1,FALSE,"none",NA,NA
"328","all","X84","dich","u",328,1,0,1,FALSE,"none",NA,NA
"329","all","X85","dich","a1",329,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3291","all","X85","dich","a2",329,0.609434232212897,-Inf,Inf,TRUE,"none",NA,NA
"3292","all","X85","dich","a3",329,-0.280268008259739,-Inf,Inf,TRUE,"none",NA,NA
"330","all","X85","dich","d",330,4.23612691637905,-Inf,Inf,TRUE,"none",NA,NA
"3311","all","X85","dich","g",331,0,0,1,FALSE,"none",NA,NA
"3321","all","X85","dich","u",332,1,0,1,FALSE,"none",NA,NA
"333","all","X86","dich","a1",333,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3331","all","X86","dich","a2",333,0.27906804185724,-Inf,Inf,TRUE,"none",NA,NA
"3332","all","X86","dich","a3",333,0.155766093442812,-Inf,Inf,TRUE,"none",NA,NA
"334","all","X86","dich","d",334,3.98902680338491,-Inf,Inf,TRUE,"none",NA,NA
"335","all","X86","dich","g",335,0,0,1,FALSE,"none",NA,NA
"336","all","X86","dich","u",336,1,0,1,FALSE,"none",NA,NA
"337","all","X87","dich","a1",337,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3371","all","X87","dich","a2",337,-0.28792787446072,-Inf,Inf,TRUE,"none",NA,NA
"3372","all","X87","dich","a3",337,0.861126584823311,-Inf,Inf,TRUE,"none",NA,NA
"338","all","X87","dich","d",338,4.46216427973462,-Inf,Inf,TRUE,"none",NA,NA
"339","all","X87","dich","g",339,0,0,1,FALSE,"none",NA,NA
"340","all","X87","dich","u",340,1,0,1,FALSE,"none",NA,NA
"341","all","X88","dich","a1",341,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3411","all","X88","dich","a2",341,-0.131029784467785,-Inf,Inf,TRUE,"none",NA,NA
"3412","all","X88","dich","a3",341,-0.16067011832227,-Inf,Inf,TRUE,"none",NA,NA
"342","all","X88","dich","d",342,3.94523810580198,-Inf,Inf,TRUE,"none",NA,NA
"343","all","X88","dich","g",343,0,0,1,FALSE,"none",NA,NA
"344","all","X88","dich","u",344,1,0,1,FALSE,"none",NA,NA
"345","all","X89","dich","a1",345,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3451","all","X89","dich","a2",345,-0.764987886472386,-Inf,Inf,TRUE,"none",NA,NA
"3452","all","X89","dich","a3",345,0.738565579401192,-Inf,Inf,TRUE,"none",NA,NA
"346","all","X89","dich","d",346,3.82989189035613,-Inf,Inf,TRUE,"none",NA,NA
"347","all","X89","dich","g",347,0,0,1,FALSE,"none",NA,NA
"348","all","X89","dich","u",348,1,0,1,FALSE,"none",NA,NA
"349","all","X90","dich","a1",349,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3491","all","X90","dich","a2",349,-0.154001355276024,-Inf,Inf,TRUE,"none",NA,NA
"3492","all","X90","dich","a3",349,0.668877340912151,-Inf,Inf,TRUE,"none",NA,NA
"350","all","X90","dich","d",350,6.69135208375702,-Inf,Inf,TRUE,"none",NA,NA
"351","all","X90","dich","g",351,0,0,1,FALSE,"none",NA,NA
"352","all","X90","dich","u",352,1,0,1,FALSE,"none",NA,NA
"353","all","X92","dich","a1",353,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3531","all","X92","dich","a2",353,-0.0910410994655427,-Inf,Inf,TRUE,"none",NA,NA
"3532","all","X92","dich","a3",353,-0.618544619399178,-Inf,Inf,TRUE,"none",NA,NA
"354","all","X92","dich","d",354,4.37052135994432,-Inf,Inf,TRUE,"none",NA,NA
"355","all","X92","dich","g",355,0,0,1,FALSE,"none",NA,NA
"356","all","X92","dich","u",356,1,0,1,FALSE,"none",NA,NA
"357","all","X93","dich","a1",357,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3571","all","X93","dich","a2",357,-0.137781679079233,-Inf,Inf,TRUE,"none",NA,NA
"3572","all","X93","dich","a3",357,-0.589926160703946,-Inf,Inf,TRUE,"none",NA,NA
"358","all","X93","dich","d",358,4.36090487330251,-Inf,Inf,TRUE,"none",NA,NA
"359","all","X93","dich","g",359,0,0,1,FALSE,"none",NA,NA
"360","all","X93","dich","u",360,1,0,1,FALSE,"none",NA,NA
"361","all","X94","dich","a1",361,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3611","all","X94","dich","a2",361,0.271785317696712,-Inf,Inf,TRUE,"none",NA,NA
"3612","all","X94","dich","a3",361,-0.612721130559442,-Inf,Inf,TRUE,"none",NA,NA
"362","all","X94","dich","d",362,4.43053644610154,-Inf,Inf,TRUE,"none",NA,NA
"363","all","X94","dich","g",363,0,0,1,FALSE,"none",NA,NA
"364","all","X94","dich","u",364,1,0,1,FALSE,"none",NA,NA
"365","all","X95","dich","a1",365,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3651","all","X95","dich","a2",365,0.266640961370329,-Inf,Inf,TRUE,"none",NA,NA
"3652","all","X95","dich","a3",365,0.718283028697726,-Inf,Inf,TRUE,"none",NA,NA
"366","all","X95","dich","d",366,2.82452215196258,-Inf,Inf,TRUE,"none",NA,NA
"367","all","X95","dich","g",367,0,0,1,FALSE,"none",NA,NA
"368","all","X95","dich","u",368,1,0,1,FALSE,"none",NA,NA
"369","all","X96","dich","a1",369,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3691","all","X96","dich","a2",369,0.225715213213419,-Inf,Inf,TRUE,"none",NA,NA
"3692","all","X96","dich","a3",369,0.808903602991182,-Inf,Inf,TRUE,"none",NA,NA
"370","all","X96","dich","d",370,6.47054624387976,-Inf,Inf,TRUE,"none",NA,NA
"3711","all","X96","dich","g",371,0,0,1,FALSE,"none",NA,NA
"3721","all","X96","dich","u",372,1,0,1,FALSE,"none",NA,NA
"373","all","X97","dich","a1",373,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3731","all","X97","dich","a2",373,-0.118672927530994,-Inf,Inf,TRUE,"none",NA,NA
"3732","all","X97","dich","a3",373,0.0750087915130985,-Inf,Inf,TRUE,"none",NA,NA
"374","all","X97","dich","d",374,5.66057019870577,-Inf,Inf,TRUE,"none",NA,NA
"375","all","X97","dich","g",375,0,0,1,FALSE,"none",NA,NA
"376","all","X97","dich","u",376,1,0,1,FALSE,"none",NA,NA
"377","all","X99","dich","a1",377,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3771","all","X99","dich","a2",377,0.626509847491249,-Inf,Inf,TRUE,"none",NA,NA
"3772","all","X99","dich","a3",377,0.24543955554361,-Inf,Inf,TRUE,"none",NA,NA
"378","all","X99","dich","d",378,5.2446798246432,-Inf,Inf,TRUE,"none",NA,NA
"379","all","X99","dich","g",379,0,0,1,FALSE,"none",NA,NA
"380","all","X99","dich","u",380,1,0,1,FALSE,"none",NA,NA
"381","all","X100","dich","a1",381,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3811","all","X100","dich","a2",381,-0.44732789354949,-Inf,Inf,TRUE,"none",NA,NA
"3812","all","X100","dich","a3",381,0.756712138522931,-Inf,Inf,TRUE,"none",NA,NA
"382","all","X100","dich","d",382,4.27873194656053,-Inf,Inf,TRUE,"none",NA,NA
"383","all","X100","dich","g",383,0,0,1,FALSE,"none",NA,NA
"384","all","X100","dich","u",384,1,0,1,FALSE,"none",NA,NA
"385","all","X101","dich","a1",385,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3851","all","X101","dich","a2",385,-0.408195369911696,-Inf,Inf,TRUE,"none",NA,NA
"3852","all","X101","dich","a3",385,0.783004441809659,-Inf,Inf,TRUE,"none",NA,NA
"386","all","X101","dich","d",386,4.37052135994432,-Inf,Inf,TRUE,"none",NA,NA
"387","all","X101","dich","g",387,0,0,1,FALSE,"none",NA,NA
"388","all","X101","dich","u",388,1,0,1,FALSE,"none",NA,NA
"389","all","X102","dich","a1",389,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3891","all","X102","dich","a2",389,-0.617622290669417,-Inf,Inf,TRUE,"none",NA,NA
"3892","all","X102","dich","a3",389,-1.09138661527979,-Inf,Inf,TRUE,"none",NA,NA
"390","all","X102","dich","d",390,4.640626477464,-Inf,Inf,TRUE,"none",NA,NA
"391","all","X102","dich","g",391,0,0,1,FALSE,"none",NA,NA
"392","all","X102","dich","u",392,1,0,1,FALSE,"none",NA,NA
"393","all","X103","dich","a1",393,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3931","all","X103","dich","a2",393,-0.685841379997026,-Inf,Inf,TRUE,"none",NA,NA
"3932","all","X103","dich","a3",393,-0.587631663659694,-Inf,Inf,TRUE,"none",NA,NA
"394","all","X103","dich","d",394,5.33628749079779,-Inf,Inf,TRUE,"none",NA,NA
"395","all","X103","dich","g",395,0,0,1,FALSE,"none",NA,NA
"396","all","X103","dich","u",396,1,0,1,FALSE,"none",NA,NA
"397","all","X104","dich","a1",397,0.851,-Inf,Inf,TRUE,"none",NA,NA
"3971","all","X104","dich","a2",397,0.308546443910908,-Inf,Inf,TRUE,"none",NA,NA
"3972","all","X104","dich","a3",397,0.0969755120563512,-Inf,Inf,TRUE,"none",NA,NA
"398","all","X104","dich","d",398,3.28092217470615,-Inf,Inf,TRUE,"none",NA,NA
"399","all","X104","dich","g",399,0,0,1,FALSE,"none",NA,NA
"400","all","X104","dich","u",400,1,0,1,FALSE,"none",NA,NA
"401","all","X105","dich","a1",401,0.851,-Inf,Inf,TRUE,"none",NA,NA
"4011","all","X105","dich","a2",401,0.334655607698655,-Inf,Inf,TRUE,"none",NA,NA
"4012","all","X105","dich","a3",401,-0.126228755960757,-Inf,Inf,TRUE,"none",NA,NA
"402","all","X105","dich","d",402,3.51316483078362,-Inf,Inf,TRUE,"none",NA,NA
"403","all","X105","dich","g",403,0,0,1,FALSE,"none",NA,NA
"404","all","X105","dich","u",404,1,0,1,FALSE,"none",NA,NA
"405","all","X106","dich","a1",405,0.851,-Inf,Inf,TRUE,"none",NA,NA
"4051","all","X106","dich","a2",405,-0.597349589086911,-Inf,Inf,TRUE,"none",NA,NA
"4052","all","X106","dich","a3",405,-0.437790990264849,-Inf,Inf,TRUE,"none",NA,NA
"406","all","X106","dich","d",406,6.30982663194729,-Inf,Inf,TRUE,"none",NA,NA
"407","all","X106","dich","g",407,0,0,1,FALSE,"none",NA,NA
"408","all","X106","dich","u",408,1,0,1,FALSE,"none",NA,NA
"409","all","X107","dich","a1",409,0.851,-Inf,Inf,TRUE,"none",NA,NA
"4091","all","X107","dich","a2",409,-0.229667223332788,-Inf,Inf,TRUE,"none",NA,NA
"4092","all","X107","dich","a3",409,-0.0112818219188796,-Inf,Inf,TRUE,"none",NA,NA
"410","all","X107","dich","d",410,3.87443851584616,-Inf,Inf,TRUE,"none",NA,NA
"4111","all","X107","dich","g",411,0,0,1,FALSE,"none",NA,NA
"4121","all","X107","dich","u",412,1,0,1,FALSE,"none",NA,NA
"4131","all","X108","dich","a1",413,0.851,-Inf,Inf,TRUE,"none",NA,NA
"4132","all","X108","dich","a2",413,-0.229201082532837,-Inf,Inf,TRUE,"none",NA,NA
"4133","all","X108","dich","a3",413,-0.111450460113118,-Inf,Inf,TRUE,"none",NA,NA
"414","all","X108","dich","d",414,6.30982663194729,-Inf,Inf,TRUE,"none",NA,NA
"415","all","X108","dich","g",415,0,0,1,FALSE,"none",NA,NA
"416","all","X108","dich","u",416,1,0,1,FALSE,"none",NA,NA
"417","all","X110","dich","a1",417,0.851,-Inf,Inf,TRUE,"none",NA,NA
"4171","all","X110","dich","a2",417,0.0511987275640336,-Inf,Inf,TRUE,"none",NA,NA
"4172","all","X110","dich","a3",417,0.370487903619722,-Inf,Inf,TRUE,"none",NA,NA
"418","all","X110","dich","d",418,2.7995509332585,-Inf,Inf,TRUE,"none",NA,NA
"419","all","X110","dich","g",419,0,0,1,FALSE,"none",NA,NA
"420","all","X110","dich","u",420,1,0,1,FALSE,"none",NA,NA
"421","all","X111","dich","a1",421,0.851,-Inf,Inf,TRUE,"none",NA,NA
"4211","all","X111","dich","a2",421,-0.244353978884585,-Inf,Inf,TRUE,"none",NA,NA
"4212","all","X111","dich","a3",421,0.41701528507373,-Inf,Inf,TRUE,"none",NA,NA
"422","all","X111","dich","d",422,3.44289170040185,-Inf,Inf,TRUE,"none",NA,NA
"423","all","X111","dich","g",423,0,0,1,FALSE,"none",NA,NA
"424","all","X111","dich","u",424,1,0,1,FALSE,"none",NA,NA
"425","all","X112","dich","a1",425,0.851,-Inf,Inf,TRUE,"none",NA,NA
"4251","all","X112","dich","a2",425,-0.138994268844352,-Inf,Inf,TRUE,"none",NA,NA
"4252","all","X112","dich","a3",425,-0.174294218279398,-Inf,Inf,TRUE,"none",NA,NA
"426","all","X112","dich","d",426,3.31087512837043,-Inf,Inf,TRUE,"none",NA,NA
"427","all","X112","dich","g",427,0,0,1,FALSE,"none",NA,NA
"428","all","X112","dich","u",428,1,0,1,FALSE,"none",NA,NA
"429","all","X113","dich","a1",429,0.851,-Inf,Inf,TRUE,"none",NA,NA
