"lambda1","lambda2","ndim","iteration","sparsity","rmse","bias"
1.66666666666667,0,2,5,0.85,0.0968709940667283,0.000594256135439949
1.66666666666667,0,2,5,0.95,0.146676513892715,-0.00168259060567756
1.66666666666667,0,2,6,0.85,0.0958812225271751,-0.000490548968620079
1.66666666666667,0,2,6,0.9,0.111864531203194,0.000259380097069099
1.66666666666667,0,2,6,0.95,0.146422096721892,-0.00211931702467614
1.66666666666667,0,2,7,0.85,0.0960465216898974,0.00126536886658853
1.66666666666667,0,2,7,0.9,0.112483888833833,-0.000355428635576041
1.66666666666667,0,2,7,0.95,0.147588761541112,-0.000222298849372087
1.66666666666667,0,2,8,0.85,0.0966156046740619,0.000270728674466035
1.66666666666667,0,2,8,0.9,0.114276056803085,-0.000522623572406439
1.66666666666667,0,2,8,0.95,0.148242811085148,-0.00107886403907545
1.66666666666667,0,2,9,0.85,0.0963515916978407,0.000423633715603349
1.66666666666667,0,2,9,0.9,0.112319375139027,0.000932913699218556
1.66666666666667,0,2,9,0.95,0.149052341632281,-0.000200202064238928
1.66666666666667,0,3,1,0.85,0.110886563251246,-0.000276550580435559
1.66666666666667,0,3,1,0.95,0.163024868160015,0.00167021691891427
1.66666666666667,0,3,10,0.85,0.109189503144826,-0.000414205889640839
1.66666666666667,0,3,10,0.9,0.127516778591525,-0.000558173975360571
1.66666666666667,0,3,10,0.95,0.161861861976243,0.000942104456339366
1.66666666666667,0,3,11,0.85,0.109586134853628,0.000132575642934274
1.66666666666667,0,3,11,0.9,0.127464779635107,3.12226078344581e-05
1.66666666666667,0,3,11,0.95,0.163376689990867,-0.00100171869075793
1.66666666666667,0,3,12,0.85,0.109422542408102,-0.000114328793470194
1.66666666666667,0,3,12,0.9,0.126174905678443,-0.000684918327382256
1.66666666666667,0,3,12,0.95,0.161984605064575,-0.000580409810237418
1.66666666666667,0,3,13,0.85,0.109858790580307,-8.03842877039376e-05
1.66666666666667,0,3,13,0.9,0.125752502245629,0.000439703869851788
1.66666666666667,0,3,13,0.95,0.161953892826345,0.00165257463614787
1.66666666666667,0,3,14,0.85,0.110373641197624,-0.000658237624129932
1.66666666666667,0,3,14,0.9,0.12699598281753,-0.000430635147697737
1.66666666666667,0,3,14,0.95,0.163938487091821,0.000148420882485099
1.66666666666667,0,3,15,0.85,0.110438664591685,-0.000151774654472721
1.66666666666667,0,3,15,0.9,0.126061711675713,0.000168823918140777
1.66666666666667,0,3,15,0.95,0.164097483012586,-0.000755778884543746
1.66666666666667,0,3,16,0.85,0.110576420065026,-0.00119068758830628
1.66666666666667,0,3,16,0.9,0.128048668753789,0.000779018194521489
1.66666666666667,0,3,16,0.95,0.165545898428416,0.000696602933140655
1.66666666666667,0,3,17,0.9,0.128109995872301,-0.000388450241821941
1.66666666666667,0,3,17,0.95,0.163076788118326,8.88355980731261e-05
1.66666666666667,0,3,18,0.9,0.127519947787912,-0.000271762912303406
1.66666666666667,0,3,18,0.95,0.162813296304705,0.000389527778520563
1.66666666666667,0,3,19,0.9,0.127638797414961,-0.000711075108931177
1.66666666666667,0,3,19,0.95,0.165761855001666,0.000895286041828337
1.66666666666667,0,3,2,0.85,0.109554100980105,0.000433358405737956
1.66666666666667,0,3,2,0.95,0.163763710699135,-9.73837766999923e-05
1.66666666666667,0,3,20,0.9,0.127089710695544,0.000505255326040444
1.66666666666667,0,3,20,0.95,0.470071970659511,0.00238771978438013
1.66666666666667,0,3,3,0.85,0.110083217667129,0.000401020213144659
1.66666666666667,0,3,3,0.95,0.164224359550861,0.000414899412968799
1.66666666666667,0,3,4,0.85,0.110449539186974,0.00146682774170419
1.66666666666667,0,3,4,0.95,0.162680432999278,-6.81930088770024e-05
1.66666666666667,0,3,5,0.85,0.109261984956942,0.000791476764700753
1.66666666666667,0,3,5,0.9,0.127333304873465,0.0010367934144588
1.66666666666667,0,3,5,0.95,0.162805969802891,0.000192271035068902
1.66666666666667,0,3,6,0.85,0.112264172075754,0.000534052752793549
1.66666666666667,0,3,6,0.9,0.128508270193071,-0.000116988541523392
1.66666666666667,0,3,6,0.95,0.162628005528455,-0.000174075951819682
1.66666666666667,0,3,7,0.85,0.109909853399175,-0.000344271617772518
1.66666666666667,0,3,7,0.9,0.127506834169455,0.00106636250938155
1.66666666666667,0,3,7,0.95,0.16306621923326,0.000350359050088422
1.66666666666667,0,3,8,0.85,0.108903865714483,4.53678269830013e-05
1.66666666666667,0,3,8,0.9,0.127129948722679,4.410327184276e-05
1.66666666666667,0,3,8,0.95,0.163233549848781,-0.000290075589661101
1.66666666666667,0,3,9,0.85,0.108769619827049,-0.00017191228093551
1.66666666666667,0,3,9,0.9,0.127858508257259,0.00121255108260674
1.66666666666667,0,3,9,0.95,0.163854179117106,-0.000958279080406892
1.66666666666667,0.333333333333333,1,1,0.85,0.0773836961172005,0.000306765828017496
1.66666666666667,0.333333333333333,1,1,0.95,0.124348878701938,-0.000263453714560744
1.66666666666667,0.333333333333333,1,10,0.85,0.0779177522027793,-0.000209533819521528
1.66666666666667,0.333333333333333,1,10,0.9,0.0929819717355524,-0.000727734210351293
1.66666666666667,0.333333333333333,1,10,0.95,0.124505804529491,0.00154452565084231
1.66666666666667,0.333333333333333,1,11,0.85,0.078259018253893,-6.37360761444599e-05
1.66666666666667,0.333333333333333,1,11,0.9,0.0929358353184333,0.00084429104345791
1.66666666666667,0.333333333333333,1,11,0.95,0.124834390527599,0.000748082111456256
1.66666666666667,0.333333333333333,1,12,0.85,0.0773771369544515,-0.000597230396580936
1.66666666666667,0.333333333333333,1,12,0.9,0.0931693276898759,0.000571284809468532
1.66666666666667,0.333333333333333,1,12,0.95,0.12375343061379,-0.00045575653745894
1.66666666666667,0.333333333333333,1,13,0.85,0.0773600359682833,0.00137539978457185
1.66666666666667,0.333333333333333,1,13,0.9,0.0932050408066098,0.000545164852804122
1.66666666666667,0.333333333333333,1,13,0.95,0.124099930876967,0.00127988895684549
1.66666666666667,0.333333333333333,1,14,0.85,0.0780376084700375,-0.000294824826534581
1.66666666666667,0.333333333333333,1,14,0.9,0.0930713924478337,-0.000505010282126257
1.66666666666667,0.333333333333333,1,14,0.95,0.12408827832057,-0.00152594325141632
1.66666666666667,0.333333333333333,1,15,0.85,0.0777448772207346,-0.000331834377668765
1.66666666666667,0.333333333333333,1,15,0.9,0.0932761609113592,8.60044882372879e-05
1.66666666666667,0.333333333333333,1,15,0.95,0.123069537265388,-0.000251432354833693
1.66666666666667,0.333333333333333,1,16,0.85,0.0774717413497388,0.00069535067946646
1.66666666666667,0.333333333333333,1,16,0.9,0.0934784065200146,-0.000803681397143432
1.66666666666667,0.333333333333333,1,16,0.95,0.124119264309572,0.0011406691661579
1.66666666666667,0.333333333333333,1,17,0.9,0.0942828296858861,-0.000913167035928178
1.66666666666667,0.333333333333333,1,17,0.95,0.123995239366289,-0.000365591901613741
1.66666666666667,0.333333333333333,1,18,0.9,0.0924461162327613,-0.000377222177179417
1.66666666666667,0.333333333333333,1,18,0.95,0.124222238797679,-0.000836608367890285
1.66666666666667,0.333333333333333,1,19,0.9,0.0943996041969704,0.00133474974986703
1.66666666666667,0.333333333333333,1,19,0.95,0.125034304153057,-0.00129292334949
1.66666666666667,0.333333333333333,1,2,0.85,0.0784015283994002,-0.000114587879488877
1.66666666666667,0.333333333333333,1,2,0.95,0.12417194029121,-4.641950580122e-06
1.66666666666667,0.333333333333333,1,20,0.9,0.0936667986064826,7.71037584864107e-05
1.66666666666667,0.333333333333333,1,20,0.95,0.124696127636153,-0.00065615525601806
1.66666666666667,0.333333333333333,1,3,0.85,0.0777648063118511,-0.000203217209401655
1.66666666666667,0.333333333333333,1,3,0.95,0.1236365500898,0.000441339257791299
1.66666666666667,0.333333333333333,1,4,0.85,0.077410958064785,-6.34483312860413e-05
1.66666666666667,0.333333333333333,1,4,0.95,0.123932958678219,-0.00104008482466739
1.66666666666667,0.333333333333333,1,5,0.85,0.0775337762111226,-0.000393550498296359
1.66666666666667,0.333333333333333,1,5,0.95,0.122631751163114,0.00131496913942239
1.66666666666667,0.333333333333333,1,6,0.85,0.0776604717923344,0.000261633623486825
1.66666666666667,0.333333333333333,1,6,0.9,0.0939361366578726,5.9955477216695e-05
1.66666666666667,0.333333333333333,1,6,0.95,0.124312613274882,0.000836095641887895
1.66666666666667,0.333333333333333,1,7,0.85,0.0778285644416676,-0.000189376702736759
1.66666666666667,0.333333333333333,1,7,0.9,0.0925896578134505,0.000147078130205439
1.66666666666667,0.333333333333333,1,7,0.95,0.123781724904987,0.00074301381720894
1.66666666666667,0.333333333333333,1,8,0.85,0.0782477734442429,-7.71564215513025e-05
1.66666666666667,0.333333333333333,1,8,0.9,0.0933865989063972,7.60251930300526e-05
1.66666666666667,0.333333333333333,1,8,0.95,0.124396195976711,0.000610933886614505
1.66666666666667,0.333333333333333,1,9,0.85,0.0781016322802374,0.000271987135454134
1.66666666666667,0.333333333333333,1,9,0.9,0.0934395488786897,0.000880642280693431
1.66666666666667,0.333333333333333,1,9,0.95,0.12493796818482,-0.000125194717245001
1.66666666666667,0.333333333333333,2,1,0.85,0.0951101849717355,0.000506945484921571
1.66666666666667,0.333333333333333,2,1,0.95,0.146059040387819,-0.000511425767906992
1.66666666666667,0.333333333333333,2,10,0.85,0.0944384719202863,-8.01429342244233e-05
1.66666666666667,0.333333333333333,2,10,0.9,0.112065752269071,-0.000545260795372365
1.66666666666667,0.333333333333333,2,10,0.95,0.147138672696448,0.000138707741022027
1.66666666666667,0.333333333333333,2,11,0.85,0.0956420287398914,0.000111000396368464
1.66666666666667,0.333333333333333,2,11,0.9,0.111696261147472,0.000996813681730551
1.66666666666667,0.333333333333333,2,11,0.95,0.14723645260839,4.32290039415598e-05
1.66666666666667,0.333333333333333,2,12,0.85,0.0963121986293902,0.00016861354306871
1.66666666666667,0.333333333333333,2,12,0.9,0.11211915818355,0.000202485882437158
1.66666666666667,0.333333333333333,2,12,0.95,0.147651338879028,0.000853528485902462
1.66666666666667,0.333333333333333,2,13,0.85,0.0948614034365165,-8.04203812306939e-05
1.66666666666667,0.333333333333333,2,13,0.9,0.113454521579678,-5.95645785236843e-05
1.66666666666667,0.333333333333333,2,13,0.95,0.146824659460867,0.00172629832139465
1.66666666666667,0.333333333333333,2,14,0.85,0.0959123197045465,5.30981206808692e-05
1.66666666666667,0.333333333333333,2,14,0.9,0.110769602448145,-0.000415673967132381
1.66666666666667,0.333333333333333,2,14,0.95,0.145107013691356,-0.000213550076841503
1.66666666666667,0.333333333333333,2,15,0.85,0.0959328543908415,0.000121766383712494
1.66666666666667,0.333333333333333,2,15,0.9,0.11250115107481,-0.000458710773158307
1.66666666666667,0.333333333333333,2,15,0.95,0.146259958181194,-0.000375624266239094
1.66666666666667,0.333333333333333,2,16,0.85,0.0959121886261693,-0.000439111279289661
1.66666666666667,0.333333333333333,2,16,0.9,0.11385096744182,-0.000173368258057081
1.66666666666667,0.333333333333333,2,16,0.95,0.147281307381759,-0.000675210743792763
1.66666666666667,0.333333333333333,2,17,0.9,0.11356823154765,0.000585807259509882
1.66666666666667,0.333333333333333,2,17,0.95,0.145666049965085,0.000508243104277631
1.66666666666667,0.333333333333333,2,18,0.9,0.112560769567587,-7.81673256876816e-05
1.66666666666667,0.333333333333333,2,18,0.95,0.145176781873902,0.000134249317372698
1.66666666666667,0.333333333333333,2,19,0.9,0.113181683332757,8.79276752787313e-05
1.66666666666667,0.333333333333333,2,19,0.95,0.146550258921993,0.000635079917207399
1.66666666666667,0.333333333333333,2,2,0.85,0.0962656988678735,0.000735918582525495
1.66666666666667,0.333333333333333,2,2,0.95,0.148305036173512,0.000917116517696582
1.66666666666667,0.333333333333333,2,20,0.9,0.112694725793477,0.00115198784562957
1.66666666666667,0.333333333333333,2,20,0.95,0.147411192362081,0.00151136939182919
1.66666666666667,0.333333333333333,2,3,0.85,0.0959908997497419,-0.000892436193925176
1.66666666666667,0.333333333333333,2,3,0.95,0.146612000869661,0.00147813966012838
1.66666666666667,0.333333333333333,2,4,0.85,0.0956601622131202,0.000172101635618664
1.66666666666667,0.333333333333333,2,4,0.95,0.146592786657408,-0.000765550129305477
1.66666666666667,0.333333333333333,2,5,0.85,0.0966369552947361,0.000477741286349319
1.66666666666667,0.333333333333333,2,5,0.95,0.145731857532642,-0.00100622703146793
1.66666666666667,0.333333333333333,2,6,0.85,0.0957765752229295,-0.000369809451293628
1.66666666666667,0.333333333333333,2,6,0.9,0.111459954565757,0.000362073751088785
1.66666666666667,0.333333333333333,2,6,0.95,0.145420054915732,-0.001791834590211
1.66666666666667,0.333333333333333,2,7,0.85,0.0958037449494422,0.00117644730090566
1.66666666666667,0.333333333333333,2,7,0.9,0.112122516187703,-0.000309995390401219
1.66666666666667,0.333333333333333,2,7,0.95,0.146582007531103,0.000270959532886546
1.66666666666667,0.333333333333333,2,8,0.85,0.0963327069190741,0.000292641478556601
1.66666666666667,0.333333333333333,2,8,0.9,0.113955633066408,-0.000543104748249395
1.66666666666667,0.333333333333333,2,8,0.95,0.147529324728998,-0.000931319546448913
1.66666666666667,0.333333333333333,2,9,0.85,0.0961686199289716,0.000356393920294016
1.66666666666667,0.333333333333333,2,9,0.9,0.111930089324474,0.00101751448121162
1.66666666666667,0.333333333333333,2,9,0.95,0.148200377865173,0.000230060389145631
1.66666666666667,0.333333333333333,3,1,0.85,0.111330577931975,-0.000204816677760389
1.66666666666667,0.333333333333333,3,1,0.95,0.161830801099494,0.00145141052974113
1.66666666666667,0.333333333333333,3,10,0.85,0.108842686972927,-0.000336560083261117
1.66666666666667,0.333333333333333,3,10,0.9,0.126955788855494,-0.000550980241655588
1.66666666666667,0.333333333333333,3,10,0.95,0.160802957897478,0.000804479976931442
1.66666666666667,0.333333333333333,3,11,0.85,0.109307640537533,0.000129266748852591
1.66666666666667,0.333333333333333,3,11,0.9,0.12700424827996,4.33849044377139e-05
1.66666666666667,0.333333333333333,3,11,0.95,0.162121084779484,-0.000878696347498711
1.66666666666667,0.333333333333333,3,12,0.85,0.109076883515005,-2.56307550240094e-05
1.66666666666667,0.333333333333333,3,12,0.9,0.125494419145336,-0.00071642840558814
1.66666666666667,0.333333333333333,3,12,0.95,0.160776106659941,-0.000291829353422109
1.66666666666667,0.333333333333333,3,13,0.85,0.109539150821144,-1.39256670755933e-05
1.66666666666667,0.333333333333333,3,13,0.9,0.125308401189149,0.000433674084204105
1.66666666666667,0.333333333333333,3,13,0.95,0.160926777465554,0.00108908364386559
1.66666666666667,0.333333333333333,3,14,0.85,0.109974789743883,-0.000613868451076045
1.66666666666667,0.333333333333333,3,14,0.9,0.126403014252034,-0.000560735899092148
1.66666666666667,0.333333333333333,3,14,0.95,0.16275150586653,-1.8573476996675e-05
1.66666666666667,0.333333333333333,3,15,0.85,0.110168045020467,-6.20978307035503e-05
1.66666666666667,0.333333333333333,3,15,0.9,0.125398866604856,8.22878354437929e-05
1.66666666666667,0.333333333333333,3,15,0.95,0.163142306458652,-0.000821866500346836
1.66666666666667,0.333333333333333,3,16,0.9,0.127455078609177,0.000682301481841746
1.66666666666667,0.333333333333333,3,16,0.95,0.164570632633466,0.000687049627276874
1.66666666666667,0.333333333333333,3,17,0.9,0.127669253769256,-0.000460815763618155
1.66666666666667,0.333333333333333,3,17,0.95,0.161861397954892,-0.000144853940028803
1.66666666666667,0.333333333333333,3,18,0.9,0.127004039196178,-0.000243027179768674
1.66666666666667,0.333333333333333,3,18,0.95,0.161641557735885,0.000510181351637347
1.66666666666667,0.333333333333333,3,19,0.9,0.127210755606095,-0.000620344511496726
1.66666666666667,0.333333333333333,3,19,0.95,0.164671933795581,0.00108169956163532
1.66666666666667,0.333333333333333,3,2,0.85,0.109223624052944,0.000443507509186415
1.66666666666667,0.333333333333333,3,2,0.95,0.162684844826153,-3.88658783193907e-05
1.66666666666667,0.333333333333333,3,20,0.9,0.126420019790073,0.000330996352771453
1.66666666666667,0.333333333333333,3,20,0.95,0.464100086457991,0.00220646231896894
1.66666666666667,0.333333333333333,3,3,0.85,0.109771313091889,0.000320905693141159
1.66666666666667,0.333333333333333,3,3,0.95,0.163105517064713,0.000407994425263106
1.66666666666667,0.333333333333333,3,4,0.85,0.110104586180911,0.00145644667847953
1.66666666666667,0.333333333333333,3,4,0.95,0.161625755776539,0.000120041795128034
1.66666666666667,0.333333333333333,3,5,0.85,0.109717930616658,0.000762759646657767
1.66666666666667,0.333333333333333,3,5,0.9,0.126475482294395,0.00097403942505197
1.66666666666667,0.333333333333333,3,5,0.95,0.161623187249033,0.000611361884311919
1.66666666666667,0.333333333333333,3,6,0.85,0.111972236756891,0.000462562523434201
1.66666666666667,0.333333333333333,3,6,0.9,0.128190900656218,-0.000242513795405439
1.66666666666667,0.333333333333333,3,6,0.95,0.161587517096917,-0.000200829618058913
1.66666666666667,0.333333333333333,3,7,0.85,0.109519850584333,-0.000293658355899117
1.66666666666667,0.333333333333333,3,7,0.9,0.126914951153358,0.000946055605263683
1.66666666666667,0.333333333333333,3,7,0.95,0.161973563789518,0.000505779062442276
1.66666666666667,0.333333333333333,3,8,0.85,0.108569727329113,8.38524114907481e-05
1.66666666666667,0.333333333333333,3,8,0.9,0.126682474804904,-4.04214965829226e-05
1.66666666666667,0.333333333333333,3,8,0.95,0.162088042887715,-0.000330895089132174
1.66666666666667,0.333333333333333,3,9,0.85,0.108397320802719,-0.00029680969382876
1.66666666666667,0.333333333333333,3,9,0.9,0.127246775217301,0.00109558802608465
1.66666666666667,0.333333333333333,3,9,0.95,0.162763810938171,-0.000477048773265674
1.66666666666667,0.666666666666667,1,1,0.85,0.077343059296315,0.000410371325558726
1.66666666666667,0.666666666666667,1,1,0.95,0.124254937050409,-0.000694145962496553
1.66666666666667,0.666666666666667,1,10,0.85,0.0778578253598014,-0.000147941467472045
1.66666666666667,0.666666666666667,1,10,0.9,0.0929169122400204,-0.000744801861131733
1.66666666666667,0.666666666666667,1,10,0.95,0.124385244048692,0.00165283828950288
1.66666666666667,0.666666666666667,1,11,0.85,0.0782147235936801,-9.74039971296023e-05
1.66666666666667,0.666666666666667,1,11,0.9,0.0928843233969951,0.000762280867967808
1.66666666666667,0.666666666666667,1,11,0.95,0.124760843072792,0.000849283045918918
1.66666666666667,0.666666666666667,1,12,0.85,0.0773451814882009,-0.000599810807924781
1.66666666666667,0.666666666666667,1,12,0.9,0.0930796153325029,0.000654409049377341
1.66666666666667,0.666666666666667,1,12,0.95,0.123688070365795,-0.000508745949430188
1.66666666666667,0.666666666666667,1,13,0.85,0.0773442308380356,0.0013793158492147
1.66666666666667,0.666666666666667,1,13,0.9,0.0931490854182739,0.000644912024456988
1.66666666666667,0.666666666666667,1,13,0.95,0.12401223414088,0.000953135811593881
1.66666666666667,0.666666666666667,1,14,0.85,0.0779802406342541,-0.000289553897678604
1.66666666666667,0.666666666666667,1,14,0.9,0.0929899835498721,-0.000483322148087257
1.66666666666667,0.666666666666667,1,14,0.95,0.12399252952762,-0.0016445132662843
1.66666666666667,0.666666666666667,1,15,0.85,0.0777186323208528,-0.000462110005908896
1.66666666666667,0.666666666666667,1,15,0.9,0.0932026082052565,0.000168647287292411
1.66666666666667,0.666666666666667,1,15,0.95,0.12298302296213,-0.000406366229707988
1.66666666666667,0.666666666666667,1,16,0.85,0.0774422053866502,0.000616694562496067
1.66666666666667,0.666666666666667,1,16,0.9,0.0933866856804538,-0.00074337820459679
1.66666666666667,0.666666666666667,1,16,0.95,0.124158493847372,0.00114998807879384
1.66666666666667,0.666666666666667,1,17,0.9,0.0942238766181248,-0.000972113163624379
1.66666666666667,0.666666666666667,1,17,0.95,0.1239079287584,-0.000314385512740413
1.66666666666667,0.666666666666667,1,18,0.9,0.0923627408416913,-0.000222265323837167
1.66666666666667,0.666666666666667,1,18,0.95,0.124070465299636,-0.000877485274330429
1.66666666666667,0.666666666666667,1,19,0.9,0.0942922145155753,0.00115380452360651
1.66666666666667,0.666666666666667,1,19,0.95,0.12493921570678,-0.00150879991045505
1.66666666666667,0.666666666666667,1,2,0.85,0.0783733652518565,3.36891106649937e-05
1.66666666666667,0.666666666666667,1,2,0.95,0.124082327420442,0.000231973826729198
1.66666666666667,0.666666666666667,1,20,0.9,0.0935798677466561,0.000189170823177431
1.66666666666667,0.666666666666667,1,20,0.95,0.124540318193492,-0.000696293122475369
1.66666666666667,0.666666666666667,1,3,0.85,0.0777057239357271,-0.000121092646669174
1.66666666666667,0.666666666666667,1,3,0.95,0.123566889710719,0.000476256906935955
1.66666666666667,0.666666666666667,1,4,0.85,0.0773807796038755,7.18233163012209e-05
1.66666666666667,0.666666666666667,1,4,0.95,0.123881799992693,-0.00127370418022926
1.66666666666667,0.666666666666667,1,5,0.85,0.077499452830075,-0.000456325677211249
1.66666666666667,0.666666666666667,1,5,0.95,0.122549657257916,0.00126954330741445
1.66666666666667,0.666666666666667,1,6,0.85,0.0776028593093752,0.000294891683022682
1.66666666666667,0.666666666666667,1,6,0.9,0.0938881221203876,-9.4049405310174e-05
1.66666666666667,0.666666666666667,1,6,0.95,0.124267105657218,0.000822298803500041
1.66666666666667,0.666666666666667,1,7,0.85,0.0777776400782795,-0.00017981352074438
1.66666666666667,0.666666666666667,1,7,0.9,0.0925311689140169,5.06228254578385e-05
1.66666666666667,0.666666666666667,1,7,0.95,0.123665062306387,0.000535378785637783
1.66666666666667,0.666666666666667,1,8,0.85,0.0781926251083785,-1.19265844332874e-05
1.66666666666667,0.666666666666667,1,8,0.9,0.0933346761410919,0.000166166218796185
1.66666666666667,0.666666666666667,1,8,0.95,0.124298046183711,0.000532463638860059
1.66666666666667,0.666666666666667,1,9,0.85,0.0780688830647853,0.000292202157979815
1.66666666666667,0.666666666666667,1,9,0.9,0.0933438702098294,0.000848383380257366
1.66666666666667,0.666666666666667,1,9,0.95,0.124818055108109,-7.07154577684342e-05
1.66666666666667,0.666666666666667,2,1,0.85,0.0949218164245042,0.000444543761290927
1.66666666666667,0.666666666666667,2,1,0.95,0.14580716077162,-0.000815156720534053
1.66666666666667,0.666666666666667,2,10,0.85,0.0942855392596563,-1.33995346190906e-05
1.66666666666667,0.666666666666667,2,10,0.9,0.111812747775186,-0.000645635978208537
1.66666666666667,0.666666666666667,2,10,0.95,0.146904545159029,0.000255013909458378
1.66666666666667,0.666666666666667,2,11,0.85,0.0954601932390015,4.05299571915946e-06
1.66666666666667,0.666666666666667,2,11,0.9,0.11146416061862,0.00079054625961509
1.66666666666667,0.666666666666667,2,11,0.95,0.147023410638218,8.76025580654929e-05
1.66666666666667,0.666666666666667,2,12,0.85,0.0961280457108328,0.000154953305962801
1.66666666666667,0.666666666666667,2,12,0.9,0.111838664569265,0.000245985304515566
1.66666666666667,0.666666666666667,2,12,0.95,0.147372984260291,0.000777532238190285
1.66666666666667,0.666666666666667,2,13,0.85,0.0947132814091783,-4.02668526869066e-05
1.66666666666667,0.666666666666667,2,13,0.9,0.113259680113322,-8.27449769908732e-05
1.66666666666667,0.666666666666667,2,13,0.95,0.146551507716582,0.00162558003344712
1.66666666666667,0.666666666666667,2,14,0.85,0.0957575848968552,-3.14410253840127e-05
1.66666666666667,0.666666666666667,2,14,0.9,0.110570236081369,-0.000517265154517432
1.66666666666667,0.666666666666667,2,14,0.95,0.144933130393889,-0.000257470043915174
1.66666666666667,0.666666666666667,2,15,0.85,0.0957728973329183,4.7388169077146e-05
1.66666666666667,0.666666666666667,2,15,0.9,0.112220849823229,-0.00042819725477513
1.66666666666667,0.666666666666667,2,15,0.95,0.145913713095615,-0.000251890227027596
1.66666666666667,0.666666666666667,2,16,0.85,0.095744544513007,-0.000412895103005063
1.66666666666667,0.666666666666667,2,16,0.9,0.113551194734337,-8.60037972394702e-05
1.66666666666667,0.666666666666667,2,16,0.95,0.146981830287777,-0.000728568576042097
1.66666666666667,0.666666666666667,2,17,0.9,0.113358940773347,0.000508829166063656
1.66666666666667,0.666666666666667,2,17,0.95,0.145527805153024,0.000446417514787832
1.66666666666667,0.666666666666667,2,18,0.9,0.112348848604424,-0.000146324937203396
1.66666666666667,0.666666666666667,2,18,0.95,0.145010464358392,0.000189028501600282
1.66666666666667,0.666666666666667,2,19,0.9,0.112923348523909,-2.46966037591858e-05
1.66666666666667,0.666666666666667,2,19,0.95,0.146307680166431,0.000702790199475735
1.66666666666667,0.666666666666667,2,2,0.85,0.0960436106951179,0.000678259214716722
1.66666666666667,0.666666666666667,2,2,0.95,0.148142611542671,0.000900896387789753
1.66666666666667,0.666666666666667,2,20,0.9,0.112463739715337,0.00110931762731877
1.66666666666667,0.666666666666667,2,20,0.95,0.147166430516075,0.00143807925662949
1.66666666666667,0.666666666666667,2,3,0.85,0.0957985049466448,-0.000822502522844376
1.66666666666667,0.666666666666667,2,3,0.95,0.146359051517163,0.00146290009940835
1.66666666666667,0.666666666666667,2,4,0.85,0.0954836184308175,1.2978181102088e-05
1.66666666666667,0.666666666666667,2,4,0.95,0.146282583787174,-0.000375985834349549
1.66666666666667,0.666666666666667,2,5,0.85,0.0964726125728239,0.000375828844527573
1.66666666666667,0.666666666666667,2,5,0.95,0.145453502569775,-0.000762256427786729
1.66666666666667,0.666666666666667,2,6,0.85,0.0956073802810754,-0.000257863784145185
1.66666666666667,0.666666666666667,2,6,0.9,0.111247305676813,0.000409005753404529
1.66666666666667,0.666666666666667,2,6,0.95,0.145124244927391,-0.00183090387691502
1.66666666666667,0.666666666666667,2,7,0.85,0.0956178375004856,0.00108722421535429
1.66666666666667,0.666666666666667,2,7,0.9,0.111888240781279,-0.000293042863078926
1.66666666666667,0.666666666666667,2,7,0.95,0.146290912218751,0.000318968815991391
1.66666666666667,0.666666666666667,2,8,0.85,0.096148751299322,0.000312341217898044
1.66666666666667,0.666666666666667,2,8,0.9,0.113742145274804,-0.000568655808600029
1.66666666666667,0.666666666666667,2,8,0.95,0.14731115900011,-0.000887706370929368
1.66666666666667,0.666666666666667,2,9,0.85,0.0959866941100475,0.000295122897908198
1.66666666666667,0.666666666666667,2,9,0.9,0.111660278755146,0.00107937672258651
1.66666666666667,0.666666666666667,2,9,0.95,0.147930360141451,0.000423319171666564
1.66666666666667,0.666666666666667,3,1,0.85,0.111209775927666,-0.000290955211973691
1.66666666666667,0.666666666666667,3,1,0.95,0.161352107604871,0.00122493067143914
1.66666666666667,0.666666666666667,3,10,0.85,0.108642282591746,-0.000284177209614769
1.66666666666667,0.666666666666667,3,10,0.9,0.126572823516008,-0.000558285704802426
1.66666666666667,0.666666666666667,3,10,0.95,0.160643700528125,0.00085318707030268
1.66666666666667,0.666666666666667,3,11,0.85,0.109086367170769,3.49503964870789e-05
1.66666666666667,0.666666666666667,3,11,0.9,0.126642532408846,6.389032646392e-05
1.66666666666667,0.666666666666667,3,11,0.95,0.161564938030912,-0.000898976566899603
1.66666666666667,0.666666666666667,3,12,0.85,0.108844889133969,5.28232095227625e-05
1.66666666666667,0.666666666666667,3,12,0.9,0.125059397441853,-0.000794871703056131
1.66666666666667,0.666666666666667,3,12,0.95,0.160323472210955,-0.000135902098954662
1.66666666666667,0.666666666666667,3,13,0.85,0.109315465276407,2.70716510513172e-05
1.66666666666667,0.666666666666667,3,13,0.9,0.124995768194615,0.000411608899947954
1.66666666666667,0.666666666666667,3,13,0.95,0.160565669411745,0.000623435388479476
1.66666666666667,0.666666666666667,3,14,0.85,0.109725967411741,-0.00056840258242438
1.66666666666667,0.666666666666667,3,14,0.9,0.126022771762659,-0.000669064546452936
1.66666666666667,0.666666666666667,3,14,0.95,0.162190280860271,-4.8918906590166e-05
1.66666666666667,0.666666666666667,3,15,0.85,0.109920064399265,-5.8446591177278e-05
1.66666666666667,0.666666666666667,3,15,0.9,0.125030427488222,5.72294210303324e-05
1.66666666666667,0.666666666666667,3,15,0.95,0.162728156149764,-0.000876817413347194
