"","group","item","class","name","parnum","value","lbound","ubound","est","prior.type","prior_1","prior_2"
"4124","all","X1204","dich","u",4124,1,0,1,FALSE,"none",NA,NA
"4125","all","X1205","dich","a1",4125,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41251","all","X1205","dich","a2",4125,0.407312778760628,-Inf,Inf,TRUE,"none",NA,NA
"4126","all","X1205","dich","d",4126,4.11903633079476,-Inf,Inf,TRUE,"none",NA,NA
"4127","all","X1205","dich","g",4127,0,0,1,FALSE,"none",NA,NA
"4128","all","X1205","dich","u",4128,1,0,1,FALSE,"none",NA,NA
"4129","all","X1206","dich","a1",4129,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41291","all","X1206","dich","a2",4129,-0.194251438675687,-Inf,Inf,TRUE,"none",NA,NA
"4130","all","X1206","dich","d",4130,3.23579040994284,-Inf,Inf,TRUE,"none",NA,NA
"41311","all","X1206","dich","g",4131,0,0,1,FALSE,"none",NA,NA
"4132","all","X1206","dich","u",4132,1,0,1,FALSE,"none",NA,NA
"4133","all","X1207","dich","a1",4133,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41331","all","X1207","dich","a2",4133,0.135240592818583,-Inf,Inf,TRUE,"none",NA,NA
"4134","all","X1207","dich","d",4134,4.14130144934304,-Inf,Inf,TRUE,"none",NA,NA
"4135","all","X1207","dich","g",4135,0,0,1,FALSE,"none",NA,NA
"4136","all","X1207","dich","u",4136,1,0,1,FALSE,"none",NA,NA
"4137","all","X1208","dich","a1",4137,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41371","all","X1208","dich","a2",4137,0.196113094174318,-Inf,Inf,TRUE,"none",NA,NA
"4138","all","X1208","dich","d",4138,3.51720290384012,-Inf,Inf,TRUE,"none",NA,NA
"4139","all","X1208","dich","g",4139,0,0,1,FALSE,"none",NA,NA
"4140","all","X1208","dich","u",4140,1,0,1,FALSE,"none",NA,NA
"4141","all","X1209","dich","a1",4141,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41411","all","X1209","dich","a2",4141,-0.702378132993661,-Inf,Inf,TRUE,"none",NA,NA
"4142","all","X1209","dich","d",4142,4.81732779801253,-Inf,Inf,TRUE,"none",NA,NA
"4143","all","X1209","dich","g",4143,0,0,1,FALSE,"none",NA,NA
"4144","all","X1209","dich","u",4144,1,0,1,FALSE,"none",NA,NA
"4145","all","X1210","dich","a1",4145,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41451","all","X1210","dich","a2",4145,-0.334072487579133,-Inf,Inf,TRUE,"none",NA,NA
"4146","all","X1210","dich","d",4146,2.25920208917439,-Inf,Inf,TRUE,"none",NA,NA
"4147","all","X1210","dich","g",4147,0,0,1,FALSE,"none",NA,NA
"4148","all","X1210","dich","u",4148,1,0,1,FALSE,"none",NA,NA
"4149","all","X1211","dich","a1",4149,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41491","all","X1211","dich","a2",4149,-0.732651870169311,-Inf,Inf,TRUE,"none",NA,NA
"4150","all","X1211","dich","d",4150,4.5892395064628,-Inf,Inf,TRUE,"none",NA,NA
"4151","all","X1211","dich","g",4151,0,0,1,FALSE,"none",NA,NA
"4152","all","X1211","dich","u",4152,1,0,1,FALSE,"none",NA,NA
"4153","all","X1212","dich","a1",4153,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41531","all","X1212","dich","a2",4153,-0.398624075498666,-Inf,Inf,TRUE,"none",NA,NA
"4154","all","X1212","dich","d",4154,4.65398326546858,-Inf,Inf,TRUE,"none",NA,NA
"4155","all","X1212","dich","g",4155,0,0,1,FALSE,"none",NA,NA
"4156","all","X1212","dich","u",4156,1,0,1,FALSE,"none",NA,NA
"4157","all","X1213","dich","a1",4157,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41571","all","X1213","dich","a2",4157,0.139909787793885,-Inf,Inf,TRUE,"none",NA,NA
"4158","all","X1213","dich","d",4158,3.28092217470615,-Inf,Inf,TRUE,"none",NA,NA
"4159","all","X1213","dich","g",4159,0,0,1,FALSE,"none",NA,NA
"4160","all","X1213","dich","u",4160,1,0,1,FALSE,"none",NA,NA
"4161","all","X1214","dich","a1",4161,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41611","all","X1214","dich","a2",4161,-0.513529304644604,-Inf,Inf,TRUE,"none",NA,NA
"4162","all","X1214","dich","d",4162,2.95428533456022,-Inf,Inf,TRUE,"none",NA,NA
"4163","all","X1214","dich","g",4163,0,0,1,FALSE,"none",NA,NA
"4164","all","X1214","dich","u",4164,1,0,1,FALSE,"none",NA,NA
"4165","all","X1215","dich","a1",4165,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41651","all","X1215","dich","a2",4165,0.414192254271349,-Inf,Inf,TRUE,"none",NA,NA
"4166","all","X1215","dich","d",4166,3.17413521304624,-Inf,Inf,TRUE,"none",NA,NA
"4167","all","X1215","dich","g",4167,0,0,1,FALSE,"none",NA,NA
"4168","all","X1215","dich","u",4168,1,0,1,FALSE,"none",NA,NA
"4169","all","X1216","dich","a1",4169,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41691","all","X1216","dich","a2",4169,-0.292472022822032,-Inf,Inf,TRUE,"none",NA,NA
"4170","all","X1216","dich","d",4170,4.9041405715597,-Inf,Inf,TRUE,"none",NA,NA
"41711","all","X1216","dich","g",4171,0,0,1,FALSE,"none",NA,NA
"4172","all","X1216","dich","u",4172,1,0,1,FALSE,"none",NA,NA
"4173","all","X1217","dich","a1",4173,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41731","all","X1217","dich","a2",4173,0.132589239385163,-Inf,Inf,TRUE,"none",NA,NA
"4174","all","X1217","dich","d",4174,4.5892395064628,-Inf,Inf,TRUE,"none",NA,NA
"4175","all","X1217","dich","g",4175,0,0,1,FALSE,"none",NA,NA
"4176","all","X1217","dich","u",4176,1,0,1,FALSE,"none",NA,NA
"4177","all","X1218","dich","a1",4177,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41771","all","X1218","dich","a2",4177,-0.389710448352633,-Inf,Inf,TRUE,"none",NA,NA
"4178","all","X1218","dich","d",4178,4.73900655077765,-Inf,Inf,TRUE,"none",NA,NA
"4179","all","X1218","dich","g",4179,0,0,1,FALSE,"none",NA,NA
"4180","all","X1218","dich","u",4180,1,0,1,FALSE,"none",NA,NA
"4181","all","X1219","dich","a1",4181,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41811","all","X1219","dich","a2",4181,0.367560589872111,-Inf,Inf,TRUE,"none",NA,NA
"4182","all","X1219","dich","d",4182,3.46582609204314,-Inf,Inf,TRUE,"none",NA,NA
"4183","all","X1219","dich","g",4183,0,0,1,FALSE,"none",NA,NA
"4184","all","X1219","dich","u",4184,1,0,1,FALSE,"none",NA,NA
"4185","all","X1220","dich","a1",4185,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41851","all","X1220","dich","a2",4185,0.155289330599985,-Inf,Inf,TRUE,"none",NA,NA
"4186","all","X1220","dich","d",4186,2.95934399703479,-Inf,Inf,TRUE,"none",NA,NA
"4187","all","X1220","dich","g",4187,0,0,1,FALSE,"none",NA,NA
"4188","all","X1220","dich","u",4188,1,0,1,FALSE,"none",NA,NA
"4189","all","X1221","dich","a1",4189,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41891","all","X1221","dich","a2",4189,1.29856064044068,-Inf,Inf,TRUE,"none",NA,NA
"4190","all","X1221","dich","d",4190,3.4167141720478,-Inf,Inf,TRUE,"none",NA,NA
"4191","all","X1221","dich","g",4191,0,0,1,FALSE,"none",NA,NA
"4192","all","X1221","dich","u",4192,1,0,1,FALSE,"none",NA,NA
"4193","all","X1222","dich","a1",4193,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41931","all","X1222","dich","a2",4193,-0.748706378615046,-Inf,Inf,TRUE,"none",NA,NA
"4194","all","X1222","dich","d",4194,3.3450842145389,-Inf,Inf,TRUE,"none",NA,NA
"4195","all","X1222","dich","g",4195,0,0,1,FALSE,"none",NA,NA
"4196","all","X1222","dich","u",4196,1,0,1,FALSE,"none",NA,NA
"4197","all","X1223","dich","a1",4197,0.851,-Inf,Inf,TRUE,"none",NA,NA
"41971","all","X1223","dich","a2",4197,0.370234877935344,-Inf,Inf,TRUE,"none",NA,NA
"4198","all","X1223","dich","d",4198,4.56467871174596,-Inf,Inf,TRUE,"none",NA,NA
"4199","all","X1223","dich","g",4199,0,0,1,FALSE,"none",NA,NA
"4200","all","X1223","dich","u",4200,1,0,1,FALSE,"none",NA,NA
"4201","all","X1224","dich","a1",4201,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42011","all","X1224","dich","a2",4201,-0.0827520910745293,-Inf,Inf,TRUE,"none",NA,NA
"4202","all","X1224","dich","d",4202,4.5526608186541,-Inf,Inf,TRUE,"none",NA,NA
"4203","all","X1224","dich","g",4203,0,0,1,FALSE,"none",NA,NA
"4204","all","X1224","dich","u",4204,1,0,1,FALSE,"none",NA,NA
"4205","all","X1225","dich","a1",4205,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42051","all","X1225","dich","a2",4205,0.328794472110741,-Inf,Inf,TRUE,"none",NA,NA
"4206","all","X1225","dich","d",4206,3.49715907542024,-Inf,Inf,TRUE,"none",NA,NA
"4207","all","X1225","dich","g",4207,0,0,1,FALSE,"none",NA,NA
"4208","all","X1225","dich","u",4208,1,0,1,FALSE,"none",NA,NA
"4209","all","X1226","dich","a1",4209,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42091","all","X1226","dich","a2",4209,0.371064819307411,-Inf,Inf,TRUE,"none",NA,NA
"4210","all","X1226","dich","d",4210,4.62748066032978,-Inf,Inf,TRUE,"none",NA,NA
"42111","all","X1226","dich","g",4211,0,0,1,FALSE,"none",NA,NA
"4212","all","X1226","dich","u",4212,1,0,1,FALSE,"none",NA,NA
"4213","all","X1227","dich","a1",4213,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42131","all","X1227","dich","a2",4213,-0.751090447266192,-Inf,Inf,TRUE,"none",NA,NA
"4214","all","X1227","dich","d",4214,4.39007431660282,-Inf,Inf,TRUE,"none",NA,NA
"4215","all","X1227","dich","g",4215,0,0,1,FALSE,"none",NA,NA
"4216","all","X1227","dich","u",4216,1,0,1,FALSE,"none",NA,NA
"4217","all","X1228","dich","a1",4217,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42171","all","X1228","dich","a2",4217,0.827226392949467,-Inf,Inf,TRUE,"none",NA,NA
"4218","all","X1228","dich","d",4218,3.94523810580198,-Inf,Inf,TRUE,"none",NA,NA
"4219","all","X1228","dich","g",4219,0,0,1,FALSE,"none",NA,NA
"4220","all","X1228","dich","u",4220,1,0,1,FALSE,"none",NA,NA
"4221","all","X1230","dich","a1",4221,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42211","all","X1230","dich","a2",4221,-0.3585366367718,-Inf,Inf,TRUE,"none",NA,NA
"4222","all","X1230","dich","d",4222,3.32785363626157,-Inf,Inf,TRUE,"none",NA,NA
"4223","all","X1230","dich","g",4223,0,0,1,FALSE,"none",NA,NA
"4224","all","X1230","dich","u",4224,1,0,1,FALSE,"none",NA,NA
"4225","all","X1231","dich","a1",4225,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42251","all","X1231","dich","a2",4225,-0.0916562903653973,-Inf,Inf,TRUE,"none",NA,NA
"4226","all","X1231","dich","d",4226,3.80301889306187,-Inf,Inf,TRUE,"none",NA,NA
"4227","all","X1231","dich","g",4227,0,0,1,FALSE,"none",NA,NA
"4228","all","X1231","dich","u",4228,1,0,1,FALSE,"none",NA,NA
"4229","all","X1232","dich","a1",4229,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42291","all","X1232","dich","a2",4229,0.532964968655674,-Inf,Inf,TRUE,"none",NA,NA
"4230","all","X1232","dich","d",4230,5.36958354412474,-Inf,Inf,TRUE,"none",NA,NA
"4231","all","X1232","dich","g",4231,0,0,1,FALSE,"none",NA,NA
"4232","all","X1232","dich","u",4232,1,0,1,FALSE,"none",NA,NA
"4233","all","X1233","dich","a1",4233,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42331","all","X1233","dich","a2",4233,0.44483896140203,-Inf,Inf,TRUE,"none",NA,NA
"4234","all","X1233","dich","d",4234,3.86876058763895,-Inf,Inf,TRUE,"none",NA,NA
"4235","all","X1233","dich","g",4235,0,0,1,FALSE,"none",NA,NA
"4236","all","X1233","dich","u",4236,1,0,1,FALSE,"none",NA,NA
"4237","all","X1234","dich","a1",4237,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42371","all","X1234","dich","a2",4237,0.59857679199465,-Inf,Inf,TRUE,"none",NA,NA
"4238","all","X1234","dich","d",4238,3.93307945774614,-Inf,Inf,TRUE,"none",NA,NA
"4239","all","X1234","dich","g",4239,0,0,1,FALSE,"none",NA,NA
"4240","all","X1234","dich","u",4240,1,0,1,FALSE,"none",NA,NA
"4241","all","X1235","dich","a1",4241,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42411","all","X1235","dich","a2",4241,-0.121833154317882,-Inf,Inf,TRUE,"none",NA,NA
"4242","all","X1235","dich","d",4242,3.89166915140418,-Inf,Inf,TRUE,"none",NA,NA
"4243","all","X1235","dich","g",4243,0,0,1,FALSE,"none",NA,NA
"4244","all","X1235","dich","u",4244,1,0,1,FALSE,"none",NA,NA
"4245","all","X1236","dich","a1",4245,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42451","all","X1236","dich","a2",4245,-0.0824713371763726,-Inf,Inf,TRUE,"none",NA,NA
"4246","all","X1236","dich","d",4246,5.47991079312361,-Inf,Inf,TRUE,"none",NA,NA
"4247","all","X1236","dich","g",4247,0,0,1,FALSE,"none",NA,NA
"4248","all","X1236","dich","u",4248,1,0,1,FALSE,"none",NA,NA
"4249","all","X1237","dich","a1",4249,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42491","all","X1237","dich","a2",4249,0.0871883605056279,-Inf,Inf,TRUE,"none",NA,NA
"4250","all","X1237","dich","d",4250,4.57686975912408,-Inf,Inf,TRUE,"none",NA,NA
"42511","all","X1237","dich","g",4251,0,0,1,FALSE,"none",NA,NA
"4252","all","X1237","dich","u",4252,1,0,1,FALSE,"none",NA,NA
"4253","all","X1238","dich","a1",4253,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42531","all","X1238","dich","a2",4253,0.222784308447614,-Inf,Inf,TRUE,"none",NA,NA
"4254","all","X1238","dich","d",4254,4.21962820890307,-Inf,Inf,TRUE,"none",NA,NA
"4255","all","X1238","dich","g",4255,0,0,1,FALSE,"none",NA,NA
"4256","all","X1238","dich","u",4256,1,0,1,FALSE,"none",NA,NA
"4257","all","X1240","dich","a1",4257,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42571","all","X1240","dich","a2",4257,0.211768955423231,-Inf,Inf,TRUE,"none",NA,NA
"4258","all","X1240","dich","d",4258,2.9194105942929,-Inf,Inf,TRUE,"none",NA,NA
"4259","all","X1240","dich","g",4259,0,0,1,FALSE,"none",NA,NA
"4260","all","X1240","dich","u",4260,1,0,1,FALSE,"none",NA,NA
"4261","all","X1241","dich","a1",4261,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42611","all","X1241","dich","a2",4261,-0.344249608646443,-Inf,Inf,TRUE,"none",NA,NA
"4262","all","X1241","dich","d",4262,5.0667919814542,-Inf,Inf,TRUE,"none",NA,NA
"4263","all","X1241","dich","g",4263,0,0,1,FALSE,"none",NA,NA
"4264","all","X1241","dich","u",4264,1,0,1,FALSE,"none",NA,NA
"4265","all","X1242","dich","a1",4265,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42651","all","X1242","dich","a2",4265,-0.0477771344921076,-Inf,Inf,TRUE,"none",NA,NA
"4266","all","X1242","dich","d",4266,3.61005341262516,-Inf,Inf,TRUE,"none",NA,NA
"4267","all","X1242","dich","g",4267,0,0,1,FALSE,"none",NA,NA
"4268","all","X1242","dich","u",4268,1,0,1,FALSE,"none",NA,NA
"4269","all","X1243","dich","a1",4269,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42691","all","X1243","dich","a2",4269,0.0122908530671128,-Inf,Inf,TRUE,"none",NA,NA
"4270","all","X1243","dich","d",4270,4.24448951853832,-Inf,Inf,TRUE,"none",NA,NA
"4271","all","X1243","dich","g",4271,0,0,1,FALSE,"none",NA,NA
"4272","all","X1243","dich","u",4272,1,0,1,FALSE,"none",NA,NA
"4273","all","X1244","dich","a1",4273,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42731","all","X1244","dich","a2",4273,-0.0237574770150239,-Inf,Inf,TRUE,"none",NA,NA
"4274","all","X1244","dich","d",4274,3.76655168533907,-Inf,Inf,TRUE,"none",NA,NA
"4275","all","X1244","dich","g",4275,0,0,1,FALSE,"none",NA,NA
"4276","all","X1244","dich","u",4276,1,0,1,FALSE,"none",NA,NA
"4277","all","X1245","dich","a1",4277,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42771","all","X1245","dich","a2",4277,-0.887385637067966,-Inf,Inf,TRUE,"none",NA,NA
"4278","all","X1245","dich","d",4278,4.21148912167363,-Inf,Inf,TRUE,"none",NA,NA
"4279","all","X1245","dich","g",4279,0,0,1,FALSE,"none",NA,NA
"4280","all","X1245","dich","u",4280,1,0,1,FALSE,"none",NA,NA
"4281","all","X1246","dich","a1",4281,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42811","all","X1246","dich","a2",4281,0.540024893851553,-Inf,Inf,TRUE,"none",NA,NA
"4282","all","X1246","dich","d",4282,3.5253238882899,-Inf,Inf,TRUE,"none",NA,NA
"4283","all","X1246","dich","g",4283,0,0,1,FALSE,"none",NA,NA
"4284","all","X1246","dich","u",4284,1,0,1,FALSE,"none",NA,NA
"4285","all","X1247","dich","a1",4285,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42851","all","X1247","dich","a2",4285,0.531692859411306,-Inf,Inf,TRUE,"none",NA,NA
"4286","all","X1247","dich","d",4286,3.53350551753309,-Inf,Inf,TRUE,"none",NA,NA
"4287","all","X1247","dich","g",4287,0,0,1,FALSE,"none",NA,NA
"4288","all","X1247","dich","u",4288,1,0,1,FALSE,"none",NA,NA
"4289","all","X1248","dich","a1",4289,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42891","all","X1248","dich","a2",4289,-0.352397303117631,-Inf,Inf,TRUE,"none",NA,NA
"4290","all","X1248","dich","d",4290,4.20342163174358,-Inf,Inf,TRUE,"none",NA,NA
"42911","all","X1248","dich","g",4291,0,0,1,FALSE,"none",NA,NA
"4292","all","X1248","dich","u",4292,1,0,1,FALSE,"none",NA,NA
"4293","all","X1249","dich","a1",4293,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42931","all","X1249","dich","a2",4293,0.273139865895055,-Inf,Inf,TRUE,"none",NA,NA
"4294","all","X1249","dich","d",4294,3.71174018720523,-Inf,Inf,TRUE,"none",NA,NA
"4295","all","X1249","dich","g",4295,0,0,1,FALSE,"none",NA,NA
"4296","all","X1249","dich","u",4296,1,0,1,FALSE,"none",NA,NA
"4297","all","X1250","dich","a1",4297,0.851,-Inf,Inf,TRUE,"none",NA,NA
"42971","all","X1250","dich","a2",4297,0.994632190605546,-Inf,Inf,TRUE,"none",NA,NA
"4298","all","X1250","dich","d",4298,4.14130144934304,-Inf,Inf,TRUE,"none",NA,NA
"4299","all","X1250","dich","g",4299,0,0,1,FALSE,"none",NA,NA
"4300","all","X1250","dich","u",4300,1,0,1,FALSE,"none",NA,NA
"4301","all","X1251","dich","a1",4301,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43011","all","X1251","dich","a2",4301,0.285617186196912,-Inf,Inf,TRUE,"none",NA,NA
"4302","all","X1251","dich","d",4302,4.65398326546858,-Inf,Inf,TRUE,"none",NA,NA
"4303","all","X1251","dich","g",4303,0,0,1,FALSE,"none",NA,NA
"4304","all","X1251","dich","u",4304,1,0,1,FALSE,"none",NA,NA
"4305","all","X1252","dich","a1",4305,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43051","all","X1252","dich","a2",4305,-0.0920897143107741,-Inf,Inf,TRUE,"none",NA,NA
"4306","all","X1252","dich","d",4306,3.72640299742241,-Inf,Inf,TRUE,"none",NA,NA
"4307","all","X1252","dich","g",4307,0,0,1,FALSE,"none",NA,NA
"4308","all","X1252","dich","u",4308,1,0,1,FALSE,"none",NA,NA
"4309","all","X1253","dich","a1",4309,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43091","all","X1253","dich","a2",4309,-0.631170583941979,-Inf,Inf,TRUE,"none",NA,NA
"4310","all","X1253","dich","d",4310,4.00841575219169,-Inf,Inf,TRUE,"none",NA,NA
"4311","all","X1253","dich","g",4311,0,0,1,FALSE,"none",NA,NA
"4312","all","X1253","dich","u",4312,1,0,1,FALSE,"none",NA,NA
"4313","all","X1254","dich","a1",4313,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43131","all","X1254","dich","a2",4313,0.238397952244668,-Inf,Inf,TRUE,"none",NA,NA
"4314","all","X1254","dich","d",4314,4.49499181936611,-Inf,Inf,TRUE,"none",NA,NA
"4315","all","X1254","dich","g",4315,0,0,1,FALSE,"none",NA,NA
"4316","all","X1254","dich","u",4316,1,0,1,FALSE,"none",NA,NA
"4317","all","X1255","dich","a1",4317,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43171","all","X1255","dich","a2",4317,0.0187454979319464,-Inf,Inf,TRUE,"none",NA,NA
"4318","all","X1255","dich","d",4318,5.18939427470979,-Inf,Inf,TRUE,"none",NA,NA
"4319","all","X1255","dich","g",4319,0,0,1,FALSE,"none",NA,NA
"4320","all","X1255","dich","u",4320,1,0,1,FALSE,"none",NA,NA
"4321","all","X1256","dich","a1",4321,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43211","all","X1256","dich","a2",4321,-0.274115494291988,-Inf,Inf,TRUE,"none",NA,NA
"4322","all","X1256","dich","d",4322,4.13382067069734,-Inf,Inf,TRUE,"none",NA,NA
"4323","all","X1256","dich","g",4323,0,0,1,FALSE,"none",NA,NA
"4324","all","X1256","dich","u",4324,1,0,1,FALSE,"none",NA,NA
"4325","all","X1257","dich","a1",4325,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43251","all","X1257","dich","a2",4325,-0.732875378403394,-Inf,Inf,TRUE,"none",NA,NA
"4326","all","X1257","dich","d",4326,3.92705615212414,-Inf,Inf,TRUE,"none",NA,NA
"4327","all","X1257","dich","g",4327,0,0,1,FALSE,"none",NA,NA
"4328","all","X1257","dich","u",4328,1,0,1,FALSE,"none",NA,NA
"4329","all","X1258","dich","a1",4329,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43291","all","X1258","dich","a2",4329,0.243428176844292,-Inf,Inf,TRUE,"none",NA,NA
"4330","all","X1258","dich","d",4330,3.40934508298266,-Inf,Inf,TRUE,"none",NA,NA
"43311","all","X1258","dich","g",4331,0,0,1,FALSE,"none",NA,NA
"4332","all","X1258","dich","u",4332,1,0,1,FALSE,"none",NA,NA
"4333","all","X1259","dich","a1",4333,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43331","all","X1259","dich","a2",4333,0.291851303238335,-Inf,Inf,TRUE,"none",NA,NA
"4334","all","X1259","dich","d",4334,3.04851507488084,-Inf,Inf,TRUE,"none",NA,NA
"4335","all","X1259","dich","g",4335,0,0,1,FALSE,"none",NA,NA
"4336","all","X1259","dich","u",4336,1,0,1,FALSE,"none",NA,NA
"4337","all","X1260","dich","a1",4337,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43371","all","X1260","dich","a2",4337,0.196550839847543,-Inf,Inf,TRUE,"none",NA,NA
"4338","all","X1260","dich","d",4338,4.76943118330928,-Inf,Inf,TRUE,"none",NA,NA
"4339","all","X1260","dich","g",4339,0,0,1,FALSE,"none",NA,NA
"4340","all","X1260","dich","u",4340,1,0,1,FALSE,"none",NA,NA
"4341","all","X1261","dich","a1",4341,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43411","all","X1261","dich","a2",4341,0.0815595074593041,-Inf,Inf,TRUE,"none",NA,NA
"4342","all","X1261","dich","d",4342,3.73133702008853,-Inf,Inf,TRUE,"none",NA,NA
"4343","all","X1261","dich","g",4343,0,0,1,FALSE,"none",NA,NA
"4344","all","X1261","dich","u",4344,1,0,1,FALSE,"none",NA,NA
"4345","all","X1262","dich","a1",4345,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43451","all","X1262","dich","a2",4345,0.454024969175507,-Inf,Inf,TRUE,"none",NA,NA
"4346","all","X1262","dich","d",4346,4.37052135994432,-Inf,Inf,TRUE,"none",NA,NA
"4347","all","X1262","dich","g",4347,0,0,1,FALSE,"none",NA,NA
"4348","all","X1262","dich","u",4348,1,0,1,FALSE,"none",NA,NA
"4349","all","X1263","dich","a1",4349,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43491","all","X1263","dich","a2",4349,-0.397598020497018,-Inf,Inf,TRUE,"none",NA,NA
"4350","all","X1263","dich","d",4350,3.85191783879529,-Inf,Inf,TRUE,"none",NA,NA
"4351","all","X1263","dich","g",4351,0,0,1,FALSE,"none",NA,NA
"4352","all","X1263","dich","u",4352,1,0,1,FALSE,"none",NA,NA
"4353","all","X1264","dich","a1",4353,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43531","all","X1264","dich","a2",4353,0.297299418528019,-Inf,Inf,TRUE,"none",NA,NA
"4354","all","X1264","dich","d",4354,4.5526608186541,-Inf,Inf,TRUE,"none",NA,NA
"4355","all","X1264","dich","g",4355,0,0,1,FALSE,"none",NA,NA
"4356","all","X1264","dich","u",4356,1,0,1,FALSE,"none",NA,NA
"4357","all","X1265","dich","a1",4357,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43571","all","X1265","dich","a2",4357,-0.233582859792457,-Inf,Inf,TRUE,"none",NA,NA
"4358","all","X1265","dich","d",4358,2.49471804316143,-Inf,Inf,TRUE,"none",NA,NA
"4359","all","X1265","dich","g",4359,0,0,1,FALSE,"none",NA,NA
"4360","all","X1265","dich","u",4360,1,0,1,FALSE,"none",NA,NA
"4361","all","X1266","dich","a1",4361,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43611","all","X1266","dich","a2",4361,-0.29079844350031,-Inf,Inf,TRUE,"none",NA,NA
"4362","all","X1266","dich","d",4362,3.52125588041445,-Inf,Inf,TRUE,"none",NA,NA
"4363","all","X1266","dich","g",4363,0,0,1,FALSE,"none",NA,NA
"4364","all","X1266","dich","u",4364,1,0,1,FALSE,"none",NA,NA
"4365","all","X1267","dich","a1",4365,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43651","all","X1267","dich","a2",4365,-0.580329314541725,-Inf,Inf,TRUE,"none",NA,NA
"4366","all","X1267","dich","d",4366,4.11903633079476,-Inf,Inf,TRUE,"none",NA,NA
"4367","all","X1267","dich","g",4367,0,0,1,FALSE,"none",NA,NA
"4368","all","X1267","dich","u",4368,1,0,1,FALSE,"none",NA,NA
"4369","all","X1268","dich","a1",4369,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43691","all","X1268","dich","a2",4369,-0.0918817521155707,-Inf,Inf,TRUE,"none",NA,NA
"4370","all","X1268","dich","d",4370,3.81905689489585,-Inf,Inf,TRUE,"none",NA,NA
"43711","all","X1268","dich","g",4371,0,0,1,FALSE,"none",NA,NA
"4372","all","X1268","dich","u",4372,1,0,1,FALSE,"none",NA,NA
"4373","all","X1269","dich","a1",4373,0.851,-Inf,Inf,TRUE,"none",NA,NA
"43731","all","X1269","dich","a2",4373,-0.356023552408809,-Inf,Inf,TRUE,"none",NA,NA
"4374","all","X1269","dich","d",4374,3.98902680338491,-Inf,Inf,TRUE,"none",NA,NA
